Sensor_ID,Timestamp,Latitude,Longitude,Temperature,Humidity,Speed
5,2024-12-11 23:57:49,39.0284,-102.99402,17.9,31.1,1.3
5,2024-12-11 23:57:57,39.630974,-103.28217,19.5,45.9,15.7
5,2024-12-11 23:58:09,38.91612,-103.454636,17.3,64.6,36.6
5,2024-12-11 23:58:15,39.876106,-103.593575,22.7,68.9,61.1
5,2024-12-11 23:58:29,38.028633,-102.53082,25.8,36.6,77.7
5,2024-12-11 23:59:05,39.730835,-102.50313,18.6,52.4,73.9
5,2024-12-11 23:59:11,38.751648,-102.70525,16.8,51.3,3.5
5,2024-12-11 23:59:15,38.399612,-102.73061,24.8,41.7,90.8
5,2024-12-11 23:59:21,38.650623,-103.61307,22.5,45.4,4.6
5,2024-12-11 23:59:51,38.66721,-102.75795,24.7,67.7,70.9
5,2024-12-12 00:00:35,38.717205,-104.04761,24.5,33.0,71.8
5,2024-12-12 00:01:29,37.305466,-103.825096,23.2,48.2,22.6
5,2024-12-12 00:02:01,38.569862,-102.45752,18.5,57.1,88.0
5,2024-12-12 00:02:33,39.110504,-102.07512,26.3,39.5,53.7
5,2024-12-12 00:02:53,39.842293,-102.337166,22.3,61.5,29.2
5,2024-12-12 00:02:55,39.201504,-104.69359,19.0,57.6,66.4
5,2024-12-12 00:03:01,37.071636,-103.195206,20.4,44.0,75.0
5,2024-12-12 00:03:03,39.943836,-102.47043,19.7,35.5,22.3
5,2024-12-12 00:03:21,39.414787,-102.95158,26.7,31.9,94.5
5,2024-12-12 00:03:25,39.18336,-103.63179,15.7,59.7,69.0
5,2024-12-12 00:03:49,37.602203,-104.50963,17.4,67.3,68.7
5,2024-12-12 00:04:28,39.05573,-103.89819,27.0,37.3,5.7
5,2024-12-12 00:04:36,38.46026,-104.69879,26.3,49.9,72.9
5,2024-12-12 00:04:38,37.857475,-102.311615,17.3,32.5,68.9
5,2024-12-12 00:04:52,39.424168,-102.989334,18.4,44.3,37.0
5,2024-12-12 00:04:54,37.788265,-104.244965,16.0,46.8,36.7
5,2024-12-12 00:05:28,38.578438,-103.88482,24.4,39.0,73.0
5,2024-12-12 00:11:22,37.5502,-103.6498,19.2,35.0,23.9
5,2024-12-12 00:11:41,38.356216,-102.09514,29.4,31.0,15.9
5,2024-12-12 00:12:27,37.87252,-103.670074,24.7,56.3,45.9
5,2024-12-12 00:12:39,37.187054,-103.19664,22.8,51.2,68.8
5,2024-12-12 00:12:45,37.566135,-103.63588,22.2,34.6,12.2
5,2024-12-12 00:13:25,38.288906,-102.87217,27.9,50.7,17.5
5,2024-12-12 00:13:33,37.10522,-104.75996,25.8,55.5,23.7
5,2024-12-12 00:13:45,37.491756,-104.08233,17.8,33.1,25.6
5,2024-12-12 00:14:23,37.459213,-104.61494,23.6,60.2,4.4
5,2024-12-12 00:15:13,37.47091,-104.224335,18.9,38.1,36.4
5,2024-12-12 00:15:17,37.644535,-103.06072,28.7,59.3,36.9
5,2024-12-12 00:15:29,37.229286,-103.4123,22.4,66.1,29.4
5,2024-12-12 00:15:47,39.944355,-102.085205,16.9,56.3,2.8
5,2024-12-12 00:16:47,39.148666,-103.90471,26.9,46.5,19.9
5,2024-12-12 00:16:49,37.531246,-102.38205,25.5,61.9,30.5
5,2024-12-12 00:16:53,37.13105,-102.80322,19.1,35.4,70.7
5,2024-12-12 00:16:55,38.675297,-102.2663,22.8,63.2,54.6
5,2024-12-12 00:17:48,39.396496,-104.25503,22.8,54.9,18.1
