Sensor_ID,Timestamp,Latitude,Longitude,Temperature,Humidity,Speed
7,2024-12-12 00:51:37,38.108192,-103.96458,28.9,31.0,45.0
7,2024-12-12 00:51:47,37.336617,-103.07066,25.6,39.7,78.9
7,2024-12-12 00:51:57,37.148853,-103.443085,20.5,56.9,61.1
7,2024-12-12 00:51:59,39.66129,-104.77997,22.9,69.0,34.8
7,2024-12-12 00:52:35,39.287685,-103.361015,15.4,53.2,31.4
7,2024-12-12 01:14:00,37.55085,-104.34149,28.8,51.4,13.0
7,2024-12-12 01:14:06,38.12781,-102.39504,21.7,32.2,61.7
7,2024-12-12 01:14:16,37.426296,-102.37304,19.1,38.6,1.6
7,2024-12-12 01:14:50,38.44814,-103.60149,24.4,30.8,36.3
7,2024-12-12 01:15:15,38.63338,-102.87109,15.8,54.7,65.8
7,2024-12-12 01:15:27,39.56797,-103.04718,18.8,67.6,96.7
7,2024-12-12 01:15:29,38.414165,-104.80692,23.8,58.6,72.5
7,2024-12-12 01:15:39,39.718548,-104.768234,27.2,44.3,98.3
7,2024-12-12 01:15:53,39.44484,-104.86302,18.8,31.3,17.1
7,2024-12-12 01:15:59,39.933235,-102.22179,25.5,62.9,65.0
7,2024-12-12 01:17:01,37.614906,-104.66797,18.9,65.7,4.1
7,2024-12-12 01:17:09,39.39472,-102.6248,19.6,56.1,77.1
7,2024-12-12 01:17:11,39.21321,-104.445656,18.0,43.0,87.1
7,2024-12-12 01:17:39,37.195316,-104.11094,28.1,41.9,29.7
7,2024-12-12 01:17:47,37.031174,-104.21329,27.0,52.2,70.2
7,2024-12-12 01:17:49,37.399574,-103.72242,15.9,65.0,60.0
7,2024-12-12 01:17:55,39.398987,-103.32459,21.2,42.1,9.1
7,2024-12-12 01:17:57,38.279415,-102.812965,16.3,50.0,71.2
7,2024-12-12 01:18:55,37.250267,-103.26896,25.8,45.5,18.1
7,2024-12-12 01:19:01,38.10918,-103.14333,16.4,43.7,93.8
7,2024-12-12 01:19:03,38.63185,-103.548355,18.9,41.7,60.7
7,2024-12-12 01:19:09,39.623844,-103.74904,25.3,64.3,12.9
7,2024-12-12 01:19:37,38.127853,-102.15633,27.2,37.0,84.1
7,2024-12-12 01:20:03,39.89398,-103.07814,17.0,33.3,42.8
7,2024-12-12 01:20:21,37.963535,-103.87782,16.9,42.2,32.8
7,2024-12-12 01:20:53,37.099987,-103.89058,17.6,56.8,12.7
7,2024-12-12 01:21:03,37.536266,-102.432236,26.2,39.7,14.8
7,2024-12-12 01:21:28,38.33397,-103.97484,24.7,65.6,24.4
7,2024-12-12 01:21:30,37.475925,-104.48588,22.7,59.2,39.4
7,2024-12-12 01:21:34,38.964397,-104.5475,19.0,45.0,48.5
7,2024-12-12 01:22:40,38.950302,-104.36898,28.0,67.6,19.6
7,2024-12-12 01:22:48,38.954647,-102.02671,28.1,57.8,96.7
7,2024-12-12 01:23:08,38.64583,-103.434555,25.1,55.9,76.1
7,2024-12-12 01:23:22,37.827587,-104.839325,17.4,69.2,68.9
7,2024-12-12 01:23:32,39.234352,-104.817245,17.5,59.1,76.5
