Sensor_ID,Timestamp,Latitude,Longitude,Temperature,Humidity,Speed
2,2024-12-12 00:42:50,39.36864,-102.92041,18.6,52.1,74.4
2,2024-12-12 00:43:02,37.130245,-104.893906,18.7,39.3,52.9
2,2024-12-12 00:43:16,39.377617,-103.06342,27.3,50.8,44.0
2,2024-12-12 00:44:02,37.343468,-103.48912,27.7,50.4,58.4
2,2024-12-12 00:44:30,39.433334,-104.5123,24.7,39.2,55.7
2,2024-12-12 00:44:54,38.39249,-104.07032,15.2,50.9,76.4
2,2024-12-12 00:45:12,39.322746,-104.96664,15.8,47.9,4.0
2,2024-12-12 00:45:40,38.14302,-104.3391,24.9,60.5,73.6
2,2024-12-12 00:45:46,39.93688,-102.63009,27.6,65.2,97.4
2,2024-12-12 00:46:14,39.768208,-103.502625,15.4,55.6,90.8
2,2024-12-12 00:46:18,38.08547,-103.266014,29.6,46.9,23.6
2,2024-12-12 00:46:42,37.50787,-102.75515,26.2,50.8,48.3
2,2024-12-12 00:47:04,37.75181,-102.33223,30.0,67.9,43.9
2,2024-12-12 00:47:08,39.02945,-104.98749,19.6,33.4,85.7
2,2024-12-12 00:47:16,37.08185,-103.891045,16.8,30.5,18.8
2,2024-12-12 00:47:18,39.08544,-104.14416,17.3,55.8,70.1
2,2024-12-12 00:47:52,39.66183,-104.86924,22.8,48.7,27.6
2,2024-12-12 00:47:58,39.14382,-103.31575,28.8,69.7,58.5
2,2024-12-12 00:49:00,37.503006,-103.59169,24.2,65.8,83.9
2,2024-12-12 00:49:20,38.482067,-104.91882,29.3,35.4,93.6
2,2024-12-12 00:49:31,38.005245,-103.04893,27.1,45.3,74.3
2,2024-12-12 00:49:37,39.616135,-104.02215,19.4,62.5,22.4
2,2024-12-12 00:49:41,37.40433,-102.138336,18.0,52.6,50.6
2,2024-12-12 00:51:09,37.476067,-102.241646,17.7,35.0,2.9
2,2024-12-12 00:51:25,39.96984,-104.650116,24.4,46.5,25.8
2,2024-12-12 00:51:29,38.489716,-102.37682,29.0,31.8,37.0
2,2024-12-12 00:52:29,39.371044,-102.63142,19.7,55.0,72.2
2,2024-12-12 01:14:24,39.995163,-104.97792,16.4,68.0,77.5
2,2024-12-12 01:14:26,39.846672,-102.588036,27.5,40.7,14.0
2,2024-12-12 01:14:30,37.59375,-104.611,22.9,62.0,30.6
2,2024-12-12 01:15:13,39.11179,-102.2222,16.1,37.7,95.7
2,2024-12-12 01:16:01,38.420986,-104.29913,26.0,68.3,23.0
2,2024-12-12 01:16:31,38.081444,-104.73225,18.5,44.4,92.4
2,2024-12-12 01:16:39,37.29201,-103.480194,15.5,32.8,70.2
2,2024-12-12 01:16:45,38.080444,-104.303894,23.9,50.9,15.6
2,2024-12-12 01:17:59,39.159237,-102.78101,22.0,52.0,84.3
2,2024-12-12 01:18:07,37.524567,-103.202354,19.7,41.5,82.6
2,2024-12-12 01:18:33,39.005646,-103.029495,21.5,63.3,51.5
2,2024-12-12 01:18:53,38.64073,-102.98681,30.0,59.0,43.9
2,2024-12-12 01:18:59,38.123573,-104.50249,20.8,45.5,37.0
2,2024-12-12 01:19:25,37.981926,-103.1558,17.7,49.9,0.7
2,2024-12-12 01:19:49,39.115875,-103.392715,22.9,52.6,86.6
2,2024-12-12 01:20:07,39.374577,-104.32692,28.5,45.8,72.7
2,2024-12-12 01:20:19,39.595608,-103.40249,18.8,50.5,9.1
2,2024-12-12 01:20:23,38.638065,-102.17096,20.2,54.6,77.3
2,2024-12-12 01:21:54,37.58449,-102.12101,24.1,36.5,41.4
2,2024-12-12 01:22:16,38.3018,-104.622856,22.0,59.6,34.1
2,2024-12-12 01:22:18,39.788826,-102.36499,27.5,37.5,17.4
2,2024-12-12 01:22:54,39.350418,-103.00775,29.0,59.5,70.2
2,2024-12-12 01:22:56,37.314816,-104.91464,16.0,40.9,38.6
2,2024-12-12 01:23:12,39.269577,-104.889854,26.6,69.9,64.9
2,2024-12-12 01:23:18,37.419613,-102.86211,30.0,48.2,97.1
2,2024-12-12 01:23:20,38.10626,-103.899826,21.0,47.8,45.7
2,2024-12-12 01:23:30,38.937237,-104.9644,27.2,43.5,48.2
2,2024-12-12 01:24:12,38.011505,-104.26798,27.9,68.5,91.8
2,2024-12-12 01:24:14,39.263477,-102.569435,24.1,34.9,40.8
2,2024-12-12 01:26:11,37.51784,-103.74016,28.8,57.2,17.6
2,2024-12-12 01:26:13,38.65035,-104.29953,23.5,65.6,88.6
2,2024-12-12 01:26:19,37.251263,-104.74693,27.6,52.8,83.8
2,2024-12-12 01:26:27,39.79238,-103.42696,16.8,41.4,14.3
2,2024-12-12 01:27:17,38.58608,-102.76047,25.0,67.5,27.5
2,2024-12-12 01:27:19,38.008068,-104.53094,23.7,53.9,43.1
2,2024-12-12 01:27:27,39.331715,-103.36815,25.5,66.0,86.3
